variant_id,sample_id,condition_id,split,source_smiles,target_smiles
edit:multiproperty_edit:mpair_00012023_cond_02_2p,edit:multiproperty_edit:mpair_00012023_cond_02_2p,mpair_00012023_cond_02_2p,train,COC(=O)c1cccc(CCn2cnc3c2NC=NCC3O)c1,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1F
edit:multiproperty_edit:mpair_00012024_cond_00_2p,edit:multiproperty_edit:mpair_00012024_cond_00_2p,mpair_00012024_cond_00_2p,train,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1F,COc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O
edit:multiproperty_edit:mpair_00012024_cond_01_2p,edit:multiproperty_edit:mpair_00012024_cond_01_2p,mpair_00012024_cond_01_2p,train,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1F,COc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O
edit:multiproperty_edit:mpair_00012024_cond_02_2p,edit:multiproperty_edit:mpair_00012024_cond_02_2p,mpair_00012024_cond_02_2p,train,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1F,COc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O
edit:multiproperty_edit:mpair_00012025_cond_00_2p,edit:multiproperty_edit:mpair_00012025_cond_00_2p,mpair_00012025_cond_00_2p,train,COc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O,CCc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O
edit:multiproperty_edit:mpair_00012025_cond_01_2p,edit:multiproperty_edit:mpair_00012025_cond_01_2p,mpair_00012025_cond_01_2p,train,COc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O,CCc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O
edit:multiproperty_edit:mpair_00012025_cond_02_2p,edit:multiproperty_edit:mpair_00012025_cond_02_2p,mpair_00012025_cond_02_2p,train,COc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O,CCc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O
edit:multiproperty_edit:mpair_00012026_cond_00_2p,edit:multiproperty_edit:mpair_00012026_cond_00_2p,mpair_00012026_cond_00_2p,train,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1Cl,CCOC(=O)c1ccc(C)c(CCn2cnc3c2NC=NCC3O)c1
edit:multiproperty_edit:mpair_00012026_cond_01_3p,edit:multiproperty_edit:mpair_00012026_cond_01_3p,mpair_00012026_cond_01_3p,train,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1Cl,CCOC(=O)c1ccc(C)c(CCn2cnc3c2NC=NCC3O)c1
edit:multiproperty_edit:mpair_00012026_cond_02_2p,edit:multiproperty_edit:mpair_00012026_cond_02_2p,mpair_00012026_cond_02_2p,train,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1Cl,CCOC(=O)c1ccc(C)c(CCn2cnc3c2NC=NCC3O)c1
edit:multiproperty_edit:mpair_00012027_cond_00_2p,edit:multiproperty_edit:mpair_00012027_cond_00_2p,mpair_00012027_cond_00_2p,train,COC(=O)c1ccc(CCn2cnc3c2NC=NCC3O)cc1,Cc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O
edit:multiproperty_edit:mpair_00012027_cond_01_2p,edit:multiproperty_edit:mpair_00012027_cond_01_2p,mpair_00012027_cond_01_2p,train,COC(=O)c1ccc(CCn2cnc3c2NC=NCC3O)cc1,Cc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O
edit:multiproperty_edit:mpair_00012027_cond_02_2p,edit:multiproperty_edit:mpair_00012027_cond_02_2p,mpair_00012027_cond_02_2p,train,COC(=O)c1ccc(CCn2cnc3c2NC=NCC3O)cc1,Cc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O
edit:multiproperty_edit:mpair_00012028_cond_00_2p,edit:multiproperty_edit:mpair_00012028_cond_00_2p,mpair_00012028_cond_00_2p,train,CCOC(=O)c1cc(CC)cc(CCn2cnc3c2NC=NCC3O)c1,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1F
edit:multiproperty_edit:mpair_00012028_cond_01_4p,edit:multiproperty_edit:mpair_00012028_cond_01_4p,mpair_00012028_cond_01_4p,train,CCOC(=O)c1cc(CC)cc(CCn2cnc3c2NC=NCC3O)c1,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1F
edit:multiproperty_edit:mpair_00012028_cond_02_3p,edit:multiproperty_edit:mpair_00012028_cond_02_3p,mpair_00012028_cond_02_3p,train,CCOC(=O)c1cc(CC)cc(CCn2cnc3c2NC=NCC3O)c1,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1F
edit:multiproperty_edit:mpair_00012029_cond_00_5p,edit:multiproperty_edit:mpair_00012029_cond_00_5p,mpair_00012029_cond_00_5p,train,O=C(O)c1cccc(CCn2cnc3c2NC=NCC3O)c1,CCOC(=O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1C
edit:multiproperty_edit:mpair_00012029_cond_01_2p,edit:multiproperty_edit:mpair_00012029_cond_01_2p,mpair_00012029_cond_01_2p,train,O=C(O)c1cccc(CCn2cnc3c2NC=NCC3O)c1,CCOC(=O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1C
edit:multiproperty_edit:mpair_00012029_cond_02_3p,edit:multiproperty_edit:mpair_00012029_cond_02_3p,mpair_00012029_cond_02_3p,train,O=C(O)c1cccc(CCn2cnc3c2NC=NCC3O)c1,CCOC(=O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1C
edit:multiproperty_edit:mpair_00012030_cond_00_2p,edit:multiproperty_edit:mpair_00012030_cond_00_2p,mpair_00012030_cond_00_2p,train,COC(=O)c1cccc(CCn2cnc3c2NC=NCC3O)c1,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1Cl
edit:multiproperty_edit:mpair_00012030_cond_01_3p,edit:multiproperty_edit:mpair_00012030_cond_01_3p,mpair_00012030_cond_01_3p,train,COC(=O)c1cccc(CCn2cnc3c2NC=NCC3O)c1,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1Cl
edit:multiproperty_edit:mpair_00012030_cond_02_2p,edit:multiproperty_edit:mpair_00012030_cond_02_2p,mpair_00012030_cond_02_2p,train,COC(=O)c1cccc(CCn2cnc3c2NC=NCC3O)c1,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1Cl
edit:multiproperty_edit:mpair_00012031_cond_00_3p,edit:multiproperty_edit:mpair_00012031_cond_00_3p,mpair_00012031_cond_00_3p,train,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1Cl,COC(=O)c1ccc(CCn2cnc3c2NC=NCC3O)cc1
edit:multiproperty_edit:mpair_00012031_cond_01_2p,edit:multiproperty_edit:mpair_00012031_cond_01_2p,mpair_00012031_cond_01_2p,train,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1Cl,COC(=O)c1ccc(CCn2cnc3c2NC=NCC3O)cc1
edit:multiproperty_edit:mpair_00012031_cond_02_2p,edit:multiproperty_edit:mpair_00012031_cond_02_2p,mpair_00012031_cond_02_2p,train,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1Cl,COC(=O)c1ccc(CCn2cnc3c2NC=NCC3O)cc1
edit:multiproperty_edit:mpair_00012032_cond_00_3p,edit:multiproperty_edit:mpair_00012032_cond_00_3p,mpair_00012032_cond_00_3p,train,COC(=O)c1ccc(CCn2cnc3c2NC=NCC3O)cc1,CCc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O
edit:multiproperty_edit:mpair_00012032_cond_01_3p,edit:multiproperty_edit:mpair_00012032_cond_01_3p,mpair_00012032_cond_01_3p,train,COC(=O)c1ccc(CCn2cnc3c2NC=NCC3O)cc1,CCc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O
edit:multiproperty_edit:mpair_00012032_cond_02_2p,edit:multiproperty_edit:mpair_00012032_cond_02_2p,mpair_00012032_cond_02_2p,train,COC(=O)c1ccc(CCn2cnc3c2NC=NCC3O)cc1,CCc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O
edit:multiproperty_edit:mpair_00012033_cond_00_4p,edit:multiproperty_edit:mpair_00012033_cond_00_4p,mpair_00012033_cond_00_4p,train,COc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O,COC(=O)c1ccc(CCn2cnc3c2NC=NCC3O)cc1
edit:multiproperty_edit:mpair_00012033_cond_01_3p,edit:multiproperty_edit:mpair_00012033_cond_01_3p,mpair_00012033_cond_01_3p,train,COc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O,COC(=O)c1ccc(CCn2cnc3c2NC=NCC3O)cc1
edit:multiproperty_edit:mpair_00012033_cond_02_4p,edit:multiproperty_edit:mpair_00012033_cond_02_4p,mpair_00012033_cond_02_4p,train,COc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O,COC(=O)c1ccc(CCn2cnc3c2NC=NCC3O)cc1
edit:multiproperty_edit:mpair_00012034_cond_00_2p,edit:multiproperty_edit:mpair_00012034_cond_00_2p,mpair_00012034_cond_00_2p,train,COC(=O)c1ccc(CCn2cnc3c2NC=NCC3O)cc1,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1F
edit:multiproperty_edit:mpair_00012034_cond_01_2p,edit:multiproperty_edit:mpair_00012034_cond_01_2p,mpair_00012034_cond_01_2p,train,COC(=O)c1ccc(CCn2cnc3c2NC=NCC3O)cc1,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1F
edit:multiproperty_edit:mpair_00012034_cond_02_2p,edit:multiproperty_edit:mpair_00012034_cond_02_2p,mpair_00012034_cond_02_2p,train,COC(=O)c1ccc(CCn2cnc3c2NC=NCC3O)cc1,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1F
edit:multiproperty_edit:mpair_00012035_cond_00_2p,edit:multiproperty_edit:mpair_00012035_cond_00_2p,mpair_00012035_cond_00_2p,train,Cc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O,COC(=O)c1ccc(CCn2cnc3c2NC=NCC3O)cc1
edit:multiproperty_edit:mpair_00012035_cond_01_2p,edit:multiproperty_edit:mpair_00012035_cond_01_2p,mpair_00012035_cond_01_2p,train,Cc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O,COC(=O)c1ccc(CCn2cnc3c2NC=NCC3O)cc1
edit:multiproperty_edit:mpair_00012035_cond_02_2p,edit:multiproperty_edit:mpair_00012035_cond_02_2p,mpair_00012035_cond_02_2p,train,Cc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O,COC(=O)c1ccc(CCn2cnc3c2NC=NCC3O)cc1
edit:multiproperty_edit:mpair_00012036_cond_00_2p,edit:multiproperty_edit:mpair_00012036_cond_00_2p,mpair_00012036_cond_00_2p,train,CCOC(=O)c1cc(CC)cc(CCn2cnc3c2NC=NCC3O)c1,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1Cl
edit:multiproperty_edit:mpair_00012036_cond_01_3p,edit:multiproperty_edit:mpair_00012036_cond_01_3p,mpair_00012036_cond_01_3p,train,CCOC(=O)c1cc(CC)cc(CCn2cnc3c2NC=NCC3O)c1,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1Cl
edit:multiproperty_edit:mpair_00012036_cond_02_3p,edit:multiproperty_edit:mpair_00012036_cond_02_3p,mpair_00012036_cond_02_3p,train,CCOC(=O)c1cc(CC)cc(CCn2cnc3c2NC=NCC3O)c1,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1Cl
edit:multiproperty_edit:mpair_00012037_cond_00_2p,edit:multiproperty_edit:mpair_00012037_cond_00_2p,mpair_00012037_cond_00_2p,train,O=C(O)c1cccc(CCn2cnc3c2NC=NCC3O)c1,COc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O
edit:multiproperty_edit:mpair_00012037_cond_01_2p,edit:multiproperty_edit:mpair_00012037_cond_01_2p,mpair_00012037_cond_01_2p,train,O=C(O)c1cccc(CCn2cnc3c2NC=NCC3O)c1,COc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O
edit:multiproperty_edit:mpair_00012037_cond_02_2p,edit:multiproperty_edit:mpair_00012037_cond_02_2p,mpair_00012037_cond_02_2p,train,O=C(O)c1cccc(CCn2cnc3c2NC=NCC3O)c1,COc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O
edit:multiproperty_edit:mpair_00012038_cond_00_2p,edit:multiproperty_edit:mpair_00012038_cond_00_2p,mpair_00012038_cond_00_2p,train,CCOC(=O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1C,CCc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O
edit:multiproperty_edit:mpair_00012038_cond_01_2p,edit:multiproperty_edit:mpair_00012038_cond_01_2p,mpair_00012038_cond_01_2p,train,CCOC(=O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1C,CCc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O
edit:multiproperty_edit:mpair_00012038_cond_02_2p,edit:multiproperty_edit:mpair_00012038_cond_02_2p,mpair_00012038_cond_02_2p,train,CCOC(=O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1C,CCc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O
edit:multiproperty_edit:mpair_00012039_cond_00_2p,edit:multiproperty_edit:mpair_00012039_cond_00_2p,mpair_00012039_cond_00_2p,train,CCOC(=O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1C,COC(=O)c1cccc(CCn2cnc3c2NC=NCC3O)c1
edit:multiproperty_edit:mpair_00012039_cond_01_2p,edit:multiproperty_edit:mpair_00012039_cond_01_2p,mpair_00012039_cond_01_2p,train,CCOC(=O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1C,COC(=O)c1cccc(CCn2cnc3c2NC=NCC3O)c1
edit:multiproperty_edit:mpair_00012039_cond_02_2p,edit:multiproperty_edit:mpair_00012039_cond_02_2p,mpair_00012039_cond_02_2p,train,CCOC(=O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1C,COC(=O)c1cccc(CCn2cnc3c2NC=NCC3O)c1
edit:multiproperty_edit:mpair_00012040_cond_00_2p,edit:multiproperty_edit:mpair_00012040_cond_00_2p,mpair_00012040_cond_00_2p,train,COC(=O)c1ccc(CCn2cnc3c2NC=NCC3O)cc1,CCOC(=O)c1cc(CC)cc(CCn2cnc3c2NC=NCC3O)c1
edit:multiproperty_edit:mpair_00012040_cond_01_2p,edit:multiproperty_edit:mpair_00012040_cond_01_2p,mpair_00012040_cond_01_2p,train,COC(=O)c1ccc(CCn2cnc3c2NC=NCC3O)cc1,CCOC(=O)c1cc(CC)cc(CCn2cnc3c2NC=NCC3O)c1
edit:multiproperty_edit:mpair_00012040_cond_02_3p,edit:multiproperty_edit:mpair_00012040_cond_02_3p,mpair_00012040_cond_02_3p,train,COC(=O)c1ccc(CCn2cnc3c2NC=NCC3O)cc1,CCOC(=O)c1cc(CC)cc(CCn2cnc3c2NC=NCC3O)c1
edit:multiproperty_edit:mpair_00012041_cond_00_4p,edit:multiproperty_edit:mpair_00012041_cond_00_4p,mpair_00012041_cond_00_4p,train,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1F,CCOC(=O)c1cc(CC)cc(CCn2cnc3c2NC=NCC3O)c1
edit:multiproperty_edit:mpair_00012041_cond_01_3p,edit:multiproperty_edit:mpair_00012041_cond_01_3p,mpair_00012041_cond_01_3p,train,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1F,CCOC(=O)c1cc(CC)cc(CCn2cnc3c2NC=NCC3O)c1
edit:multiproperty_edit:mpair_00012041_cond_02_2p,edit:multiproperty_edit:mpair_00012041_cond_02_2p,mpair_00012041_cond_02_2p,train,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1F,CCOC(=O)c1cc(CC)cc(CCn2cnc3c2NC=NCC3O)c1
edit:multiproperty_edit:mpair_00012042_cond_00_3p,edit:multiproperty_edit:mpair_00012042_cond_00_3p,mpair_00012042_cond_00_3p,train,CCOC(=O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1C,COc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O
edit:multiproperty_edit:mpair_00012042_cond_01_3p,edit:multiproperty_edit:mpair_00012042_cond_01_3p,mpair_00012042_cond_01_3p,train,CCOC(=O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1C,COc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O
edit:multiproperty_edit:mpair_00012042_cond_02_2p,edit:multiproperty_edit:mpair_00012042_cond_02_2p,mpair_00012042_cond_02_2p,train,CCOC(=O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1C,COc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O
edit:multiproperty_edit:mpair_00012043_cond_00_3p,edit:multiproperty_edit:mpair_00012043_cond_00_3p,mpair_00012043_cond_00_3p,train,CCc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O,COC(=O)c1cccc(CCn2cnc3c2NC=NCC3O)c1
edit:multiproperty_edit:mpair_00012043_cond_01_3p,edit:multiproperty_edit:mpair_00012043_cond_01_3p,mpair_00012043_cond_01_3p,train,CCc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O,COC(=O)c1cccc(CCn2cnc3c2NC=NCC3O)c1
edit:multiproperty_edit:mpair_00012043_cond_02_2p,edit:multiproperty_edit:mpair_00012043_cond_02_2p,mpair_00012043_cond_02_2p,train,CCc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O,COC(=O)c1cccc(CCn2cnc3c2NC=NCC3O)c1
edit:multiproperty_edit:mpair_00012044_cond_00_3p,edit:multiproperty_edit:mpair_00012044_cond_00_3p,mpair_00012044_cond_00_3p,train,CCOC(=O)c1ccc(C)c(CCn2cnc3c2NC=NCC3O)c1,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1Cl
edit:multiproperty_edit:mpair_00012044_cond_01_3p,edit:multiproperty_edit:mpair_00012044_cond_01_3p,mpair_00012044_cond_01_3p,train,CCOC(=O)c1ccc(C)c(CCn2cnc3c2NC=NCC3O)c1,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1Cl
edit:multiproperty_edit:mpair_00012044_cond_02_2p,edit:multiproperty_edit:mpair_00012044_cond_02_2p,mpair_00012044_cond_02_2p,train,CCOC(=O)c1ccc(C)c(CCn2cnc3c2NC=NCC3O)c1,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1Cl
edit:multiproperty_edit:mpair_00012045_cond_00_2p,edit:multiproperty_edit:mpair_00012045_cond_00_2p,mpair_00012045_cond_00_2p,train,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1F,COC(=O)c1ccc(CCn2cnc3c2NC=NCC3O)cc1
edit:multiproperty_edit:mpair_00012045_cond_01_2p,edit:multiproperty_edit:mpair_00012045_cond_01_2p,mpair_00012045_cond_01_2p,train,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1F,COC(=O)c1ccc(CCn2cnc3c2NC=NCC3O)cc1
edit:multiproperty_edit:mpair_00012045_cond_02_2p,edit:multiproperty_edit:mpair_00012045_cond_02_2p,mpair_00012045_cond_02_2p,train,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1F,COC(=O)c1ccc(CCn2cnc3c2NC=NCC3O)cc1
edit:multiproperty_edit:mpair_00012046_cond_00_2p,edit:multiproperty_edit:mpair_00012046_cond_00_2p,mpair_00012046_cond_00_2p,train,CCc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O,COc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O
edit:multiproperty_edit:mpair_00012046_cond_01_2p,edit:multiproperty_edit:mpair_00012046_cond_01_2p,mpair_00012046_cond_01_2p,train,CCc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O,COc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O
edit:multiproperty_edit:mpair_00012046_cond_02_2p,edit:multiproperty_edit:mpair_00012046_cond_02_2p,mpair_00012046_cond_02_2p,train,CCc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O,COc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O
edit:multiproperty_edit:mpair_00012047_cond_00_3p,edit:multiproperty_edit:mpair_00012047_cond_00_3p,mpair_00012047_cond_00_3p,train,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1F,CCOC(=O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1C
edit:multiproperty_edit:mpair_00012047_cond_01_3p,edit:multiproperty_edit:mpair_00012047_cond_01_3p,mpair_00012047_cond_01_3p,train,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1F,CCOC(=O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1C
edit:multiproperty_edit:mpair_00012047_cond_02_3p,edit:multiproperty_edit:mpair_00012047_cond_02_3p,mpair_00012047_cond_02_3p,train,O=C(O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1F,CCOC(=O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1C
edit:multiproperty_edit:mpair_00012048_cond_00_2p,edit:multiproperty_edit:mpair_00012048_cond_00_2p,mpair_00012048_cond_00_2p,train,Cc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O,CCOC(=O)c1ccc(C)c(CCn2cnc3c2NC=NCC3O)c1
edit:multiproperty_edit:mpair_00012048_cond_01_2p,edit:multiproperty_edit:mpair_00012048_cond_01_2p,mpair_00012048_cond_01_2p,train,Cc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O,CCOC(=O)c1ccc(C)c(CCn2cnc3c2NC=NCC3O)c1
edit:multiproperty_edit:mpair_00012048_cond_02_2p,edit:multiproperty_edit:mpair_00012048_cond_02_2p,mpair_00012048_cond_02_2p,train,Cc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O,CCOC(=O)c1ccc(C)c(CCn2cnc3c2NC=NCC3O)c1
edit:multiproperty_edit:mpair_00012049_cond_00_4p,edit:multiproperty_edit:mpair_00012049_cond_00_4p,mpair_00012049_cond_00_4p,train,O=C(O)c1cccc(CCn2cnc3c2NC=NCC3O)c1,CCOC(=O)c1ccc(C)c(CCn2cnc3c2NC=NCC3O)c1
edit:multiproperty_edit:mpair_00012049_cond_01_3p,edit:multiproperty_edit:mpair_00012049_cond_01_3p,mpair_00012049_cond_01_3p,train,O=C(O)c1cccc(CCn2cnc3c2NC=NCC3O)c1,CCOC(=O)c1ccc(C)c(CCn2cnc3c2NC=NCC3O)c1
edit:multiproperty_edit:mpair_00012049_cond_02_4p,edit:multiproperty_edit:mpair_00012049_cond_02_4p,mpair_00012049_cond_02_4p,train,O=C(O)c1cccc(CCn2cnc3c2NC=NCC3O)c1,CCOC(=O)c1ccc(C)c(CCn2cnc3c2NC=NCC3O)c1
edit:multiproperty_edit:mpair_00012050_cond_00_2p,edit:multiproperty_edit:mpair_00012050_cond_00_2p,mpair_00012050_cond_00_2p,train,COc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O,CCOC(=O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1C
edit:multiproperty_edit:mpair_00012050_cond_01_3p,edit:multiproperty_edit:mpair_00012050_cond_01_3p,mpair_00012050_cond_01_3p,train,COc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O,CCOC(=O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1C
edit:multiproperty_edit:mpair_00012050_cond_02_3p,edit:multiproperty_edit:mpair_00012050_cond_02_3p,mpair_00012050_cond_02_3p,train,COc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O,CCOC(=O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1C
edit:multiproperty_edit:mpair_00012051_cond_00_2p,edit:multiproperty_edit:mpair_00012051_cond_00_2p,mpair_00012051_cond_00_2p,train,CCc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O,CCOC(=O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1C
edit:multiproperty_edit:mpair_00012051_cond_01_2p,edit:multiproperty_edit:mpair_00012051_cond_01_2p,mpair_00012051_cond_01_2p,train,CCc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O,CCOC(=O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1C
edit:multiproperty_edit:mpair_00012051_cond_02_2p,edit:multiproperty_edit:mpair_00012051_cond_02_2p,mpair_00012051_cond_02_2p,train,CCc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O,CCOC(=O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1C
edit:multiproperty_edit:mpair_00012052_cond_00_4p,edit:multiproperty_edit:mpair_00012052_cond_00_4p,mpair_00012052_cond_00_4p,train,CCOC(=O)c1cc(CC)cc(CCn2cnc3c2NC=NCC3O)c1,O=C(O)c1cccc(CCn2cnc3c2NC=NCC3O)c1
edit:multiproperty_edit:mpair_00012052_cond_01_5p,edit:multiproperty_edit:mpair_00012052_cond_01_5p,mpair_00012052_cond_01_5p,train,CCOC(=O)c1cc(CC)cc(CCn2cnc3c2NC=NCC3O)c1,O=C(O)c1cccc(CCn2cnc3c2NC=NCC3O)c1
edit:multiproperty_edit:mpair_00012052_cond_02_4p,edit:multiproperty_edit:mpair_00012052_cond_02_4p,mpair_00012052_cond_02_4p,train,CCOC(=O)c1cc(CC)cc(CCn2cnc3c2NC=NCC3O)c1,O=C(O)c1cccc(CCn2cnc3c2NC=NCC3O)c1
edit:multiproperty_edit:mpair_00012053_cond_00_2p,edit:multiproperty_edit:mpair_00012053_cond_00_2p,mpair_00012053_cond_00_2p,train,Cc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O,CCOC(=O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1C
edit:multiproperty_edit:mpair_00012053_cond_01_2p,edit:multiproperty_edit:mpair_00012053_cond_01_2p,mpair_00012053_cond_01_2p,train,Cc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O,CCOC(=O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1C
edit:multiproperty_edit:mpair_00012053_cond_02_2p,edit:multiproperty_edit:mpair_00012053_cond_02_2p,mpair_00012053_cond_02_2p,train,Cc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O,CCOC(=O)c1cc(CCn2cnc3c2NC=NCC3O)ccc1C
edit:multiproperty_edit:mpair_00012054_cond_00_2p,edit:multiproperty_edit:mpair_00012054_cond_00_2p,mpair_00012054_cond_00_2p,train,CCOC(=O)c1ccc(C)c(CCn2cnc3c2NC=NCC3O)c1,COc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O
edit:multiproperty_edit:mpair_00012054_cond_01_2p,edit:multiproperty_edit:mpair_00012054_cond_01_2p,mpair_00012054_cond_01_2p,train,CCOC(=O)c1ccc(C)c(CCn2cnc3c2NC=NCC3O)c1,COc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O
edit:multiproperty_edit:mpair_00012054_cond_02_3p,edit:multiproperty_edit:mpair_00012054_cond_02_3p,mpair_00012054_cond_02_3p,train,CCOC(=O)c1ccc(C)c(CCn2cnc3c2NC=NCC3O)c1,COc1ccc(C(=O)O)cc1CCn1cnc2c1NC=NCC2O
